id_empresas;razon_social;ruc;titulo;evaluaci�n_externa;evaluacion_legal;ratificado;estado;direccion;ubigeo;departamento;provincia;distrito;actividad_economica;sector_economico;telefono;correo;area_final;tipo_final;areas_detectadas;tipos_detectados
381;SERVICIOS GENERALES DE ONCOLOGIA Y MEDICINA SOCIEDAD ANONIMA CERRADA;20513892471;Digitalizaci�n de procesos de marketing digital en salud de ONCO EXPERTIA, para mejorar el reconocimiento de marca, generar tr�fico, optimizar el desempe�o del embudo e incrementar leads calificados y conversi�n.;Desaprobado;-;-;ACTIVO;CAL. MONTE ROSA NRO 128- DEP. 20 URB. CHACARILLA SURCO ;150140;LIMA;LIMA;SANTIAGO DE SURCO;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;Actividades de atenci�n de la salud humana y de asistencia social;999426576;vikiconta@hotmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | RRHH / TALENTO / CAPACITACION;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM
382;CYBER WORLD S.A.C.;20607516414;Desarrollo de marca y presencia digital de CYBER WORLD como minimarket de horario extendido, mediante acciones de posicionamiento y comercializaci�n en canales digitales, para superar la d�bil visibilidad y aumentar el flujo de clientes;Desaprobado;-;-;ACTIVO;CAL. LAS AYMARAS NRO 138 ;150103;LIMA;LIMA;ATE;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM
383;COMERCIALIZACION TECNOLOGICA DEL PERU S.R.L. - COTEC PERU S.R.L.;20512436847;Digitalizaci�n y automatizaci�n de acciones comerciales en COTEC para desarrollar autoridad e influencia como especialista en mantenimiento y gesti�n de sistemas de impresi�n, para mejorar el nivel de servicio y el flujo y conversion de leads calificados;Desaprobado;-;-;ACTIVO;CAL. LOS JAZMINES NRO 465 URB. SAN EUGENIO ;150116;LIMA;LIMA;LINCE;VENTA AL POR MENOR DE ORDENADORES EQUIPO PERIFERICO PROGRAMA DE INFORMATICA Y EQUIPO DE TELECOMUNICION EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);OPERACIONES / PRODUCCION / MANTENIMIENTO;AUTOMATIZACION / WORKFLOW (BPM / RPA)
384;MANA PRODUCTS & SERVICES S.A.C.;20604758832;Transformaci�n digital para el posicionamiento de marca y desarrollo de canales digitales y de distribuci�n para MANA PRODUCTS, en sus l�neas de chocolater�a artesanal sostenible y cafeter�a ecol�gica gourmet;Desaprobado;-;-;ACTIVO;JR. ORTIZ ARRIETA NRO 710 ;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;980460657;manaproductsyservices@gmail.com;LOGISTICA;Automatizacion / Workflow (BPM / RPA);ALMACEN / LOGISTICA / DISTRIBUCION | COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;Automatizacion / Workflow (BPM / RPA)
386;OPTICAS PREMIUM E.I.R.L.;20603757409;Integraci�n de Soluciones Digitales para la Optimizaci�n de control de inventarios, venta y Atenci�n al Cliente en la optica;Desaprobado;-;-;ACTIVO;JR. AMALIA PUGA NRO 1074 ;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | SERVICIO AL CLIENTE / ATENCION;Automatizacion / Workflow (BPM / RPA)
387;RED SAND WOMEN'S E.I.R.L.;20601751004;Estrategia de digitalizaci�n para la mejora de la gesti�n comercial y la experiencia del cliente en la empresa Red Sand Women's;Desaprobado;-;-;ACTIVO;CAL. ELIAS AGUIRRE NRO 432 ;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;VENTA AL POR MENOR DE PRENDAS DE VESTIR CALZADO Y ARTICULOS DE CUERO EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";982066740;magalyga97@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION;IA / Machine Learning
388;AGROINDUSTRIAS AGRITEX S.R.L.;20603280050;Desarrollo de Capacidades Digitales para la Comercializaci�n y Gesti�n de Insumos Agropecuarios;Desaprobado;-;-;ACTIVO;JR. LOS ARENALES NRO 220 ;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";932680183;aagritex@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL;IA / Machine Learning
389;SUMAQ PERU EVENTOS Y SERVICIOS S.A.C;20536873342;Transformaci�n digital de La Chol�sima para potenciar su impacto social y ambiental a trav�s de canales digitales.;Desaprobado;-;-;ACTIVO;CAL. ISLA ESPA�OLA MZA. F11 LOTE 18 URB. CEDROS DE VILLA ;150108;LIMA;LIMA;CHORRILLOS;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;TECNOLOGIA / INNOVACION / TI;Business Intelligence / Analytics
391;MIRWAL SERVICES S.A.C.;20608299271;Desarrollo de un aplicativo para la gesti�n integral, automatizada y en tiempo real de reservas de salas por horas y horarios, orientado a artistas y enfocado en la optimizaci�n de recursos y la eficiencia operativa en Mirwall Service S.A.C;Desaprobado;-;-;ACTIVO;CAR. CARRETERA PANAMERICANA NO MZA. 1 LOTE 2 KM. 36 ;200504;PIURA;PAITA;COLAN;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";987846465;alex.tovar@esmirwal.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;OPERACIONES / PRODUCCION / MANTENIMIENTO;IA / Machine Learning
393;AMAZONIA INNOVA S.A.C.;20602966179;Implementaci�n de Herramientas Digitales para Reducir la Brecha Tecnol�gica y Aumentar la Productividad Empresarial de la empresa AMAZON�A INNOVA SAC, en la regi�n San Mart�n;Desaprobado;-;-;ACTIVO;JR. DANIEL ALCIDES CARRI�N NRO 143 URB. SALAMANCA ;150103;LIMA;LIMA;ATE;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";943748089;reategui_jorge@hotmail.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TI / TRANSFORMACION DIGITAL;IA / Machine Learning
396;KINDER SALCANTAY S.A.C.;20480497881;"PLATAFORMA EDUCATIVA INTEGRADA ""KINDER 4.0"" PARA LA TRANSFORMACI�N DIGITAL DE LA EDUCACI�N INICIAL";Desaprobado;-;-;ACTIVO;CAL. CAMINOS DEL INCA NRO 332 URB. LA TINA ;140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;ENSE�ANZA PREESCOLAR Y PRIMARIA;Ense�anza;;;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
398;ALIEM PERU S.A.C.;20602507433;Optimizaci�n y digitalizaci�n de herramientas digitales para posicionar a ALIEM como referente en nutrici�n de animales de competencia y libre pastoreo, generando influencia y flujo de leads para desarrollar su red de distribuci�n;Desaprobado;-;-;ACTIVO;AV. JACARANDA MZA. K LOTE 9-A C.P. SANTA MARIA DE HUACHIPA ;150118;LIMA;LIMA;LURIGANCHO;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NO CLASIFICADOS PREVIAMENTE;Industrias manufactureras;982874521;juan.nazario@globaliem.com;LOGISTICA;IA / Machine Learning;ALMACEN / LOGISTICA / DISTRIBUCION;AUTOMATIZACION / WORKFLOW (BPM / RPA)
401;K3V SERVICIO INTEGRAL SOCIEDAD ANONIMA CERRADA;20608471635;Implementaci�n de herramientas digitales comerciales en K3V para mejorar la imagen y presencia digital, superar el insuficiente flujo de oportunidades de negocio, desarrollar identidad de marca e incrementar la generaci�n de leads;Desaprobado;-;-;ACTIVO;PJ. KENKO NRO 166 URB. COPERPERU ;150121;LIMA;LIMA;PUEBLO LIBRE;ACTIVIDADES DE SEGURIDAD PRIVADA;Actividades de servicios administrativos y de apoyo;984216378;snaider_punicher@hotmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM
402;DJN HABITAT SOCIEDAD ANONIMA CERRADA;20392589431;Transformaci�n digital de los procesos de posicionamiento de marca y gesti�n de oportunidades de venta B2B y B2C, para mejorar la visibilidad, la captaci�n y el cierre de ventas de los negocios de DJN HABITAT.;Desaprobado;-;-;ACTIVO;CAR. PANAMERICANA NORTE MZA. Z LOTE R7 ASC. EL DORADO ;150125;LIMA;LIMA;PUENTE PIEDRA;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NO CLASIFICADOS PREVIAMENTE;Otras actividades de servicios;987774848;consultas@djnhabitat.com.;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM
403;INDUSTRIA COMERCIAL ROMSA S.R.L.;20511066108;Transformaci�n Digital Integral con Enfoque en Inteligencia Artificial para Optimizar la Experiencia del Cliente, Fortalecer la Fidelizaci�n Comercial, Mejorar los Procesos de Compra y Potenciar la Eficiencia Operativa en Empresas B2B;Desaprobado;-;-;ACTIVO;AV. JORGE BASADRE OESTE NRO 129 URB. SAN IGNACIO ;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;VENTA AL POR MAYOR NO ESPECIALIZADA;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM | IA / MACHINE LEARNING
404;HABITANTE INTERIOR S.A.C.;20607023124;Mejora de la productividad mediante automatizaci�n, tecnolog�a y canales digitales en una empresa de mobiliario, dise�o, remodelaci�n y confort;Desaprobado;-;-;ACTIVO;CAL. SCHIPPER NRO 125 URB. SAN BORJA ;150130;LIMA;LIMA;SAN BORJA;ACTIVIDADES ESPECIALIZADAS DE DISE�O;Actividades profesionales, cient�ficas y t�cnicas;;;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
406;IDEANDE SYSTEMS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-IDEANDE E.I.R.L.;20490931873;Optimizaci�n digital de Ideande System mediante estrategias que incrementen la visibilidad y posionamiento de la marca;Aprobado;No Acreditado;;ACTIVO;MZA. B LOTE 34 URB. SANTA TERESA CHICO ;80108;CUSCO;CUSCO;WANCHAQ;PROGRAMACION INFORMATICA;Informaci�n y comunicaciones;984230804;renegarcia_01@hotmail.com;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;COMERCIAL / MARKETING / VENTAS;Business Intelligence / Analytics
408;AGENCIA DE TURISMO MAGICAL TRAVELS PER� E.I.R.L;20604670200;Estrategia de transformaci�n digital para captar y fidelizar clientes a trav�s de reservas online, complementadas por un asistente de IA que interact�a proactivamente por canales digitales, recomienda nuevos tours y refuerza la relaci�n postventa.;Desaprobado;-;-;ACTIVO;POR. CONSTITUCI�N PLAZA DE ARM NRO 9 INT. 1 ;50101;AYACUCHO;HUAMANGA;AYACUCHO;ACTIVIDADES DE AGENCIAS DE VIAJES;Actividades de servicios administrativos y de apoyo;995563241;magicaltravels2018@gmail.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | TECNOLOGIA / INNOVACION / TI;CRM | IA / MACHINE LEARNING
410;MADRE TIERRA INVERSIONES IS S.A.C.;20607670014;Implementaci�n de un sistema CRM y p�gina web para optimizar la gesti�n comercial y operativa de una empresa inmobiliaria en Cusco;Desaprobado;-;-;ACTIVO;CAL. CRUZ VERDE NRO 129 INT. 342 ;80101;CUSCO;CUSCO;CUSCO;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;Actividades inmobiliarias;;;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;CRM
414;RENTAMAQ CAX EIRL;20491735121;APLICACI�N DE BRANDING Y MARKETING DIGITAL PARA EL POSICIONAMIENTO DE LA MARCA Rentamaq EN EL MERCADO NACIONAL;Desaprobado;-;-;ACTIVO;JR. LUIS PORTILLA MZA. I LOTE 10 URB. URB SAN LUIS ;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;CONSTRUCCION DE EDIFICIOS;Construcci�n;;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;Automatizacion / Workflow (BPM / RPA)
417;FORMAS & ACABADOS S.A.C.;20308772927;Estrategia de Transformaci�n Digital para Mejorar la Experiencia del Cliente y Optimizar la Gesti�n Comercial en Formas & Acabados (Matiss);Desaprobado;-;-;ACTIVO;CAL. RAMON RIBEYRO NRO 117 URB. SAN ANTONIO ;150122;LIMA;LIMA;MIRAFLORES;VENTA AL POR MENOR DE APARATOS ELECTRICOS DE USO DOMESTICO MUEBLES EQUIPO DE ILUMINACION Y OTROS ENSERES EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";(01)7150215 - (01) 7150210 - 997571761;danielmatiss@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
418;INVERSIONES AGROGENETICS DEL SUR S.A.C.;20602174264;Transformaci�n digital del proceso productivo de la trucha y incremento de ventas por marketing digital en la empresa inversiones agrogenetics del sur S.A.C, comunidad Munaypata,Distrito los Morochucos, provincia de Cangallo, regi�n Ayacucho.;Desaprobado;-;-;ACTIVO;NRO S/N BAR. QINQO WARMA ;50203;AYACUCHO;CANGALLO;LOS MOROCHUCOS;ACUICULTURA DE AGUA DULCE;Agricultura, ganader�a, silvicultura y pesca;;;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO | TECNOLOGIA / INNOVACION / TI;CRM
421;CORPORACION HERMANAS MUNIVE SOCIEDAD ANONIMA CERRADA - CORPORACION HNAS MUNIVE S.A.C.;20601432391;Transformaci�n Digital Integral para Optimizar la Gesti�n Operativa y Comercial de CORPORACI�N HNAS MUNIVE S.A.C., Mejorando la Eficiencia, la Trazabilidad y la Satisfacci�n del Cliente;Aprobado;No Acreditado;-;ACTIVO;JR. TOMAS DE MOYA NRO 607 ;150128;LIMA;LIMA;RIMAC;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;Business Intelligence / Analytics;CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;Business Intelligence / Analytics
422;UC-WEB.COM S.A.C.;20551391486;UyariVoz: Plataforma de Transcripci�n Inteligente para la Inclusi�n de Personas con Discapacidad Auditiva;Desaprobado;-;-;ACTIVO;CAL. AMAZONAS NRO 489 RES. OYAGUE ;150120;LIMA;LIMA;MAGDALENA DEL MAR;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;Informaci�n y comunicaciones;(01)4611181;webmaster2@uc-web.com;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;Automatizacion / Workflow (BPM / RPA)
433;KANSAS ASESORIA ARQUITECTURA & CONSULTORIA S.R.L.;20610286306;Transformaci�n Digital para la Optimizaci�n de Procesos Internos y Mejora de la Experiencia del Cliente en KANSAS ASESOR�A, ARQUITECTURA & CONSULTOR�A S.R.L.;Desaprobado;-;-;ACTIVO;PQ. 63 NRO 03 INT. B C.P. TALARA ;200701;PIURA;TALARA;PARI�AS;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;987450704;warso29@gmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
434; URBANA CONSULTORES DE GESTION INTEGRAL E.I.R.L ;20525883320;Implementaci�n de plataforma digital para la gesti�n trazable de residuos s�lidos en el sector mar�timo y portuario, como herramienta estrat�gica de competitividad ambiental;Desaprobado;-;-;ACTIVO;MZA. E LOTE 17 URB. LOURDES ;200101;PIURA;PIURA;PIURA;OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS NO CLASIFICADOS PREVIAMENTE;Actividades profesionales, cient�ficas y t�cnicas;;info@urbanaconsultoresambientales.com;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;TECNOLOGIA / INNOVACION / TI;Business Intelligence / Analytics
435;SAN JOSE INGENIERIA Y PROYECTOS S.A.C.;20606276673;Mejorar la Eficiencia Operacional para gestionar eficazmente los recursos de SAN JOSE INGENIERIA Y PROYECTO SAC mediante un Sistema de Gesti�n Empresarial;Desaprobado;-;-;ACTIVO;MZA. H LOTE 4 EL PEDREGAL ;40520;AREQUIPA;CAYLLOMA;MAJES;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;920051490;adm.sanjosesac@gmail.com;TI / TRANSFORMACION DIGITAL;ERP;TECNOLOGIA / INNOVACION / TI;ERP / GESTION INTEGRAL
437;THE CONCEPT FACTORY S.A.C.;20609091135;Transformaci�n Digital para el Crecimiento y Posicionamiento de The Concept Factory S.A.C. en el Mercado de Pastas Artesanales;Desaprobado;-;-;ACTIVO;CAL. SANTIAGO DE COMPOSTELA NRO 150 URB. LA ESTANCIA ;150114;LIMA;LIMA;LA MOLINA;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;Automatizacion / Workflow (BPM / RPA)
440;EL TEMPLO S.A.C.;20608901494;INVERSION PARA LA MEJORA DE PROCESOS DIGITALES EN LAS AREAS COMERCIAL, MARKETING Y ADMINISTRACION;Desaprobado;-;-;ACTIVO;CAL. E. ALTHAUS NRO 160 ;150116;LIMA;LIMA;LINCE;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
442;MAJISIMO S.A.C.;20553989842;Adopci�n de Estrategias Digitales para Incrementar la Productividad y Mejorar la Gesti�n de la Producci�n;Desaprobado;-;-;ACTIVO;AV. MONTE DE LOS OLIVOS NRO 552 ;150140;LIMA;LIMA;SANTIAGO DE SURCO;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NO CLASIFICADOS PREVIAMENTE;Industrias manufactureras;;;OPERACIONES;IA / Machine Learning;OPERACIONES / PRODUCCION / MANTENIMIENTO;IA / Machine Learning
443;INVERSIONES & ALIMENTOS A&G S.A.C;20601690609;"Incremento de la competitividad de ""Copas y Tapas Restobar"" a trav�s de la integraci�n de herramientas digitales que permitan mejorar la experiencia del cliente y hacer m�s eficiente la gesti�n integral de la empresa..";Desaprobado;-;-;ACTIVO;CAL. BERLIN NRO 280 ;150122;LIMA;LIMA;MIRAFLORES;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
445;INVERSIONES LAS SONIAS S.A.C.;20608147706;Transformaci�n Digital de los Procesos de Gesti�n de Pedidos, Promociones y Fidelizaci�n, que permita incrementar el Ticket Promedio y la Frecuencia de Compra de Clientes Recurrentes en la empresa INVERSIONES LAS SONIAS SAC;Aprobado;No Acreditado;;ACTIVO;CAL. DANIEL ALCIDES CARRION 3E NRO 392 SEC. MANSICHE ;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM | ITSM / MESA DE AYUDA
449;LA COCINA DE MAMA ROSA E.I.R.L.;20609684098;Dise�o y ejecuci�n de estrategias digitales 2025-2026;Desaprobado;-;-;ACTIVO;AV. ANDRES ARAMBURU NRO 233 ;150131;LIMA;LIMA;SAN ISIDRO;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TI / TRANSFORMACION DIGITAL;IA / Machine Learning
452;AGRO GEBOL S.A.C.;20609407485;Implementaci�n de una Herramienta Tecnol�gica para Digitalizar el Proceso de Comercializaci�n en la Empresa Agro Gebol SAC;Desaprobado;-;-;ACTIVO;JR. CUARTO CENTENARIO NRO 261 URB. LA LAGUNA ;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;IA / Machine Learning;COMERCIAL;IA / Machine Learning
455;DUBAI INGENIEROS L &J  S.A.C.;20601859948;Digitalizaci�n del flujo operativo t�cnico-productivo para la gesti�n integrada de proyectos, trazabilidad de servicios y control de calidad en empresas de ingenier�a y ejecuci�n de obras civiles;Desaprobado;-;-;ACTIVO;AV. HUANCAVELICA NRO 377 URB. PUZO ;120107;JUNIN;HUANCAYO;CHILCA;CONSTRUCCION DE EDIFICIOS;Construcci�n;964124962;charis.sb2015@gmail.com;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;CALIDAD / SEGURIDAD / SST | OPERACIONES / PRODUCCION / MANTENIMIENTO;AUTOMATIZACION / WORKFLOW (BPM / RPA)
456;SERVICIOS EDUCATIVOS AYACUCHO S.A.C.;20534804114;Fortalecimiento de la gesti�n educativa y la experiencia de aprendizaje en Servicios Educativos Ayacucho mediante la modernizaci�n de procesos administrativos y pedag�gicos.;No Evaluado*;-;-;ACTIVO;CAL. A.B. LEGUIA NRO 500 ;110501;ICA;PISCO;PISCO;ENSE�ANZA PREESCOLAR Y PRIMARIA;Ense�anza;;;OPERACIONES;Automatizacion / Workflow (BPM / RPA);OPERACIONES;AUTOMATIZACION / WORKFLOW (BPM / RPA)
463;NEGOCIA LAB SOCIEDAD ANONIMA CERRADA;20604517207;Estrategia de Transformaci�n Digital para Optimizar la Conversi�n Comercial y Escalar la Plataforma SaaS de NEGOCIA.PE con Gesti�n contable y Atenci�n Automatizada;Desaprobado;-;-;ACTIVO;AV. CESAR VALLEJO 313 MZA. G LOTE 12 URB. SAN JOSE ;200115;PIURA;PIURA;;PROGRAMACION INFORMATICA;Informaci�n y comunicaciones;974662296;negocia.pe@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
464;OKARIK PERU S.A.C.;20611525134;Implementaci�n de herramientas digitales para optimizar la gesti�n comercial, administrativa, operativa y empresarial de la empresa Okarik Per� S.A.C. fomentando una mejora en su competitividad y en la experiencia del servicio y atenci�n al cliente.;Aprobado;No Acreditado;;ACTIVO;AV. AV. CAHUIDE NRO 513 C.P. PEDRO RUIZ GALLO ;10307;AMAZONAS;BONGARA;JAZAN;ACTIVIDADES DE POSTPRODUCCION DE PELICULAS CINEMATOGRAFICAS VIDEOS Y PROGRAMAS DE TELEVISION;Informaci�n y comunicaciones;927929976;gerencia@okarikperu.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | SERVICIO AL CLIENTE / ATENCION;IA / Machine Learning
466;INMACOB S.A.C.;20602447791;Proyecto de Transformaci�n Digital en INMACOB mediante la Implementaci�n de un Vendedor Virtual Inteligente para la Optimizaci�n del Proceso Comercial;Desaprobado;-;-;ACTIVO;AV. MARISCAL CASTILLA NRO 914 ;40109;AREQUIPA;AREQUIPA;MARIANO MELGAR;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";959651423;inmacobperu@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
467;SEVEN SEAS TRADING E.I.R.L.;20514047261;IMPULSO ADMINISTRATIVO COMERCIAL PARA MEJORAR LA EFICIENCIA DE LA COMPA�IA;Desaprobado;-;-;ACTIVO;CAL. GOZZOLI NORTE NRO 482 URB. LAS MAGNOLIAS ;150130;LIMA;LIMA;SAN BORJA;FABRICACION DE ARTICULOS DE DEPORTE;Industrias manufactureras;(01)2262306;ricardochoy@yahoo.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
474;CREATIVE MARKETING IDEAS SOCIEDAD ANONIMA CERRADA;20601203392;Integraci�n de Inteligencia Artificial en la Plataforma Simbox para la Expansi�n y Personalizaci�n del Contenido MOOC en un Ambiente de E-learning (ProEducative);Desaprobado;-;-;ACTIVO;AV. ANTUNEZ DE MAYOLO MZA. F LOTE 3 COO. SANTA APOLONIA ;150135;LIMA;LIMA;SAN MARTIN DE PORRES;PUBLICIDAD;Actividades profesionales, cient�ficas y t�cnicas;(01)6221158;vsalgado@owl-group.org;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;TECNOLOGIA / INNOVACION / TI;IA / MACHINE LEARNING
